gender,test_preparation,study_hours,sleep_hours,math_score,reading_score,writing_score,avg_score,pass_fail
female,none,5.826869806447402,8.662274225106275,57.758847167269515,53.348233499857415,58.63481915430164,56.58063327380952,1
female,none,8.753591625116131,5.440141109311703,50.70007087611931,92.99742134558349,65.23211963516226,69.64320395228836,1
female,none,3.452421601792854,7.919160857593854,66.84005473992194,57.39130971492984,58.92883003192681,61.05339816225953,1
female,none,2.510690593377166,5.419876655239516,89.3701768770434,78.93748695851735,34.91650914351396,67.74139099302491,1
male,none,1.4425595021914428,6.064346558956292,69.84618909674043,65.39934133951422,81.45599295330697,72.23384112985387,1
male,completed,7.9920886229783665,9.87104703080018,61.21469746810568,78.4446240351528,87.12312561918083,75.5941490408131,1
female,completed,6.308731312708115,6.71397639885498,60.62283096626684,62.382403970401306,77.77282987009258,66.92602160225357,1
female,completed,4.8888306581790895,7.326149309769584,41.552137869550144,67.72089931498788,50.93471494362775,53.402584042721934,1
female,none,5.5599372526396404,8.305101596033131,78.24664665720738,70.57286845554009,64.97762699078723,71.26571403451156,1
male,completed,2.749021905403247,7.743522831958907,63.83244204480797,55.96937561905938,67.90218027155812,62.5679993118085,1
female,none,9.891503959233653,7.225628357715364,62.29280129614062,80.37154083588176,76.98191584342865,73.21541932515034,1
male,none,5.258442363950455,7.547441503699338,100.0,62.81501006939781,78.02510733077122,80.28003913338968,1
male,completed,5.218789589209786,10.0,69.48129362548529,66.79960118523974,56.987393018322564,64.42276260968254,1
male,none,6.451533247797384,6.913571804449622,53.72313424857224,56.07910875548083,69.22993334620341,59.67739211675215,1
male,completed,5.962018463473426,7.301648570072452,58.60463605691685,34.12732877686565,74.85920606922862,55.86372363433704,1
male,completed,5.447768048558263,8.575981594011418,82.22668563795132,67.32561132359763,89.83733483220149,79.79654393125016,1
female,none,3.4190510891093764,8.658288899436975,66.69905615806647,100.0,78.56759809737085,81.7555514184791,1
female,completed,5.942936714271991,8.78054545834057,43.4258303252395,80.98446003057234,79.83585031063278,68.08204688881487,1
female,completed,8.764048992950068,7.958095333043777,78.78843401862805,69.73035468371847,69.25739941894041,72.59206270709564,1
female,none,7.690840092309955,5.285492630904274,54.97783871691509,66.31952839108425,89.15688717805256,70.15141809535062,1
female,none,8.186373253278795,9.450147298451643,93.09946664326318,70.31452249936865,74.14644193939246,79.18681036067477,1
male,completed,3.9775686471376295,5.280481910471968,81.20072098571973,77.65966761245294,55.08368134739644,71.31468998185638,1
female,none,3.020790359482838,7.453953197858549,58.29017156511873,53.46862058567617,89.05054955187786,66.93644723422426,1
female,completed,4.748426159800704,5.868586224970963,84.2152454260267,85.6005037253642,78.46854908808541,82.7614327464921,1
male,completed,5.111449824577389,6.9037924801105115,66.01783265791104,80.01533841617741,61.354339683072766,69.12917025238707,1
female,none,7.188383036941897,7.493143615455221,77.79160512683329,80.05460015991108,60.80760548901135,72.88460359191856,1
male,none,1.6150707405703613,7.482035823175409,72.27099225941713,76.13866034333618,72.44863317711143,73.61942859328825,1
female,none,8.059100638921228,7.632881131352927,52.3046501751369,70.27463320771587,74.94777192901377,65.84235177062219,1
male,none,4.683984202842021,9.420566903587972,55.346752515238066,79.42005730353549,70.95938398446809,68.57539793441389,1
female,none,4.14623786010516,7.68030145227097,80.44941226371742,78.28539787237929,72.66963010164328,77.13481341258,1
female,none,2.975791249479665,6.633765047064027,59.97837001840189,65.04343004682566,93.49936061864571,72.84038689462442,1
male,completed,1.6902866562684613,8.446130752432536,58.94527305137005,61.96957517944339,84.07314728352328,68.32933183811224,1
male,none,6.646341167923829,8.784205733386962,50.673161309759706,71.42598813366781,70.85953386897536,64.3195611041343,1
male,completed,5.146635934376808,5.158588277294511,71.35398598390192,91.68628212093262,82.11965871151224,81.71997560544892,1
male,none,2.4200782005178922,7.896100104774787,95.93787378864718,52.652500940845385,52.512141447086904,67.03417205885982,1
male,completed,2.409842455872768,8.051759113466348,48.9870062861859,49.45464627946584,73.96890574920214,57.47018610495129,1
male,completed,4.328430601419743,6.553654744960012,65.36329185009137,72.30665177731123,95.13959524599665,77.60317962446642,1
male,none,8.338043050578786,9.063560219967428,86.18330833123144,70.71242782598425,64.72931156911439,73.87501590877669,1
male,none,4.48081729727279,6.77491661945121,63.805379131314275,72.42678330118571,55.28549107071373,63.83921783440457,1
female,none,1.9937140937637876,7.188364680207314,71.78557694374601,73.415344770719,58.21866667110409,67.80652946185637,1
female,none,4.508513871828112,6.740392263574195,49.0640970777968,66.87516843511273,51.655504439864174,55.864923317591234,1
male,completed,4.454552860504659,7.023368571372202,71.42460645811472,90.85808814042915,56.22857137808445,72.8370886588761,1
female,completed,0.5,5.355587369657197,62.192836024931765,47.587344301328784,62.442378521149564,57.40751961580337,1
female,completed,4.8914102669643755,4.839923676108558,79.78594993519795,58.401041653076554,46.91649471232037,61.701162100198296,1
female,none,4.538130939582644,9.391757594837458,82.81079077347127,68.55443335791334,68.23427500924404,73.19983304687621,1
female,none,6.3924127296268365,5.729557977522508,100.0,46.99535664384166,81.53415760679971,76.1765047502138,1
male,none,8.69791218989069,5.512911475815539,73.69449759820364,67.53803833795101,54.38365729779619,65.20539774465028,1
female,completed,7.253130059095515,4.0,69.8869447487325,93.26058232019226,90.78925885462652,84.64559530785043,1
male,none,4.462222618890339,6.041557378465747,67.91576452366004,70.29241083614346,75.66188132791392,71.2900188959058,1
female,none,2.7869481825166593,5.015365309888752,59.702505607839676,73.22981268006157,83.45870878436085,72.1303423574207,1
female,none,10.14671960649972,9.463022740204554,70.07725765192536,52.35769328758388,58.132481692217944,60.189144210575726,1
female,none,5.118436868028977,8.514725634013951,60.56897884791456,61.37094028744731,80.81787840599924,67.58593251378703,1
male,none,5.027858583825893,5.9677744822334144,67.52691464404421,64.74725067546488,51.6209914940703,61.298385604526466,1
female,completed,4.951749825779993,10.0,84.7639630341194,65.55198864541272,81.35371251254763,77.22322139735992,1
male,completed,5.39616952153571,8.47264823048739,49.90186152080538,87.94301313005276,70.57759009690297,69.47415491592038,1
female,none,4.711279176152115,6.512752924737066,82.09817841693568,77.80767485015174,76.29876829977175,78.73487385561972,1
male,completed,3.8526759862395275,4.0,84.75672601009798,54.43958860288156,50.36608091562722,63.18746517620226,1
female,completed,3.9062821175192157,10.0,63.22897209513382,73.45106689804807,54.57395236585093,63.75133045301093,1
male,completed,4.934493459568003,4.915641299854606,33.17217651487108,76.97510447895499,76.95842327380078,62.36856808920894,1
male,completed,3.91315045773247,4.531901879564662,55.882670193583515,85.96208653929773,53.77477993663699,65.20651222317275,1
female,none,3.5743084346456713,8.53385564801446,84.45491819841664,92.12756961195723,74.94809438148684,83.8435273972869,1
male,none,5.212860455383794,10.0,64.65697906551677,55.78868131440984,47.49293290309632,55.97953109434098,1
female,none,4.490045565158289,9.076409227765778,50.01046651557634,58.647994843055265,80.72261319000002,63.127024849543865,1
female,completed,8.007985977165378,7.84586368007854,57.42837618157674,52.39390997519537,49.51215027847236,53.11147881174816,1
female,none,0.5,7.892131512497929,77.60930039756829,66.72372197250226,76.28449906519285,73.53917381175447,1
female,none,7.1830137038449235,8.280123338170462,73.20100352302069,76.52901724224868,77.38446400469002,75.70482825665313,1
female,completed,7.492170384995259,8.138392884680147,61.416018512454585,83.82268323224743,57.54842272355638,67.59570815608613,1
female,none,0.8532195351837011,7.421787135954064,59.49763382277969,68.93668566900467,76.7303985062709,68.38823933268509,1
female,completed,4.314624811839303,7.156301655927814,59.12362776434267,65.52213467443218,71.90663395000334,65.51746546292607,1
female,none,4.257118268008417,6.9061103081507165,51.163847232522464,72.12461189148236,59.91737215710893,61.06861042703792,1
female,none,2.1849766105643575,5.869053116699986,89.23063534204162,58.30799937717968,52.871679738856876,66.80343815269272,1
female,completed,3.444366624818249,6.578987384699839,60.1651929618299,99.25354210372683,38.56061462491131,65.99311656348935,1
female,completed,2.7788483090683425,4.460564778706922,83.25737781238244,47.49274562034718,73.2447507094954,67.99829138074168,1
male,none,8.504540886847245,6.852490559807875,87.81974077883677,72.58636810454014,44.52795842956917,68.31135577098203,1
male,none,6.871356786294922,5.517113339273624,79.9746634722194,98.33048706921495,69.43016299161962,82.57843784435133,1
female,none,7.543110189988317,5.344616024176344,58.52569530922928,70.09519782383997,64.04827675876626,64.22305663061184,1
female,none,6.44334412808647,7.269841226730218,71.05595135504915,67.33945350997908,78.18714163157293,72.19418216553372,1
female,completed,2.7418964575655416,9.088003429516899,64.63706590413626,64.99576408065403,63.469317507652036,64.36738249748078,1
female,completed,3.9509594674404527,8.37747490900347,51.44447208904808,67.4745164553263,63.05828320479363,60.659090583056006,1
female,none,5.978749122455836,4.644249094565234,69.86538922582405,89.21987864547143,78.97806056432444,79.3544428118733,1
female,completed,2.5557443822161092,5.515557795144494,47.31440313260296,39.033933241386904,73.02587043626177,53.12473560341721,1
female,none,6.425996860344776,8.411156781982324,82.81519082692346,91.46807181814856,72.74233935774167,82.34186733427123,1
female,none,4.5193492036837295,5.5262689096925355,58.03074054052411,50.06459986569797,75.03901384712789,61.04478475111665,1
male,none,4.250358384900805,6.663050275004463,68.01739483809259,66.26686739071819,44.966418151893414,59.75022679356806,1
female,completed,6.421919936406983,7.825078148536828,69.24931807319213,63.990578115818735,79.35183019980472,70.86390879627186,1
male,none,5.88852662297208,5.547483317704547,61.11642539443884,78.23974577679007,77.18703191020404,72.18106769381099,1
female,none,4.278067668361841,7.15806325921894,73.80040702212912,47.62625907362754,52.74975307135254,58.0588063890364,1
female,none,7.318659606728496,4.998961757622693,57.876445150662136,76.4704173251472,64.33879289488698,66.2285517902321,1
male,none,2.8378733448002054,6.097948534073179,78.06945946185866,98.34033472601594,67.41039068558553,81.27339495782003,1
female,completed,6.231871213888527,7.479672901213806,44.81030479629877,50.91556393570065,65.98254823397401,53.90280565532448,1
male,none,6.186202515936768,4.6105093997024955,66.89569369319618,72.65588634654554,73.00789949852802,70.85315984608992,1
female,none,4.38090712137202,7.660712106940599,94.08393498587427,60.732249510847474,89.47050172746775,81.42889540806317,1
female,completed,5.652266044484236,6.970543301609978,49.995030130916376,75.9624208867025,84.22650091509243,70.06131731090376,1
male,completed,2.497772847229394,7.828734931625721,54.83382544212723,70.26806888382053,48.31671209852891,57.80620214149223,1
female,completed,6.848054038413802,7.335871201096992,72.70861774488372,61.01918327337967,77.33104985459073,70.35295029095137,1
male,completed,4.630195727114022,9.046210644960766,67.69372672909397,76.83021198819503,87.93399979303115,77.48597950344005,1
female,completed,3.954553958961921,7.187836753971861,70.25945148910338,95.2608735370144,73.80212781033804,79.77415094548529,1
male,none,7.098018451673779,6.355891688312121,72.33780695221495,67.32734691581781,84.3647063777895,74.67662008194075,1
male,completed,3.5913126189144817,7.183446254548426,74.52082202842655,80.07661119007454,98.18405668551148,84.26049663467086,1
female,completed,2.1830774072728807,7.814947043554582,81.64549762934334,51.89417858980371,83.35564319160471,72.29843980358392,1
female,none,1.8867416529521925,7.073290105488557,71.14727985392769,56.60989072454788,71.73962893462593,66.49893317103384,1
male,completed,6.21201990269128,7.060887536805824,61.38113518072186,76.61368789032528,83.6763271112713,73.89038339410615,1
female,none,2.439141295007434,5.947012468289866,75.08860551804096,90.77762439950351,70.17331749645336,78.67984913799928,1
female,completed,8.50958836396873,6.0056486236735775,93.49822902342824,74.97858688299924,68.35854564927433,78.94512051856726,1
female,completed,0.8361411842325559,4.89609209230046,63.010493804261394,65.61718757267585,62.72878646429401,63.78548928041042,1
male,none,8.392912736580076,9.62436511478041,50.38206042994038,69.99007967592696,91.45120038248163,70.60778016278299,1
male,none,5.422034934405237,5.1342051469130725,81.60621003930459,52.49429172442396,55.72357001086998,63.27469059153284,1
male,none,4.806573776259215,5.960642203306139,63.19428254069603,78.46321456897513,90.98551587017174,77.54767099328097,1
male,none,3.9101618263821005,5.922389101646203,32.409956809789456,82.35266287252773,75.49796185610558,63.420193846140926,1
male,none,5.798272228704142,8.342386565416662,77.71132515725633,63.670735340336876,47.01040737797088,62.797489291854696,1
male,completed,4.9247305951503035,6.557575482561958,56.97007721069116,63.41940993136698,73.51473939487133,64.63474217897648,1
male,completed,7.2066037640330425,8.871613109010601,63.64200076543759,73.72229521512868,36.49960238522564,57.95463278859731,1
male,none,5.228455297324079,5.9897640636341976,69.97970495853522,63.885923695431664,77.38262025246553,70.41608296881081,1
male,none,5.300603522923756,7.418491243335703,67.857495196686,69.07414339523848,81.27847224483486,72.73670361225311,1
female,none,4.272775575572288,5.746979420110364,75.6417772570856,99.39610504833121,59.1146606652192,78.05084765687867,1
male,none,4.886108752557865,10.0,58.46770444145235,66.54164018955605,69.85321543933374,64.95418669011404,1
female,completed,5.615603537784119,5.218602371455731,72.69658697264124,64.98323787170288,97.31236150625429,78.3307287835328,1
female,none,1.5796632146867489,7.464731065340541,61.106799836241244,60.93441472110777,60.41379943607095,60.81833799780665,1
female,completed,2.303629155788574,7.950665321398148,76.08215721331254,80.4186876009991,52.11638619415099,69.53907700282087,1
male,none,6.48652818804543,7.620698646177248,74.23051226019581,67.46286157494656,90.22495103693899,77.30610829069379,1
male,none,5.341730876255884,6.722068511683437,50.96841946933107,60.90877746350004,97.43880785796192,69.77200159693102,1
male,none,4.632033327294642,6.805268950399861,81.28973174262549,88.49825645182217,68.0554350777177,79.28114109072179,1
male,none,5.036867866130787,7.065717207968665,56.96054832328928,89.87444206319091,83.17194553112535,76.66897863920185,1
female,none,5.695163410723342,6.779496997557267,77.12086697421718,61.594070079658124,88.12213873296321,75.61235859561283,1
male,completed,3.920480639381277,8.445818675192365,70.50930970102011,43.86844068095137,56.86273651192424,57.08016229796524,1
male,none,3.4433905491953745,10.0,92.57275515192684,84.10519165771692,60.72041246948198,79.13278642637523,1
male,none,5.391690510195363,6.16376232248825,61.64801026442222,60.415182439359945,86.46311769732102,69.50877013370106,1
male,none,3.0432544447699357,4.945295530631383,59.760248058227035,81.06875838827877,93.27521418062764,78.03474020904447,1
male,completed,5.816505511428944,6.8675769274731175,64.708705911684,42.4185465520343,76.44321290261533,61.19015512211121,1
female,none,1.5948327915243192,10.0,60.452303257485866,82.49636273619033,54.802784697469185,65.9171502303818,1
male,completed,7.058311274651287,5.794488148045404,76.99912852913076,53.04359299006906,97.80591667549162,75.94954606489715,1
female,completed,5.9451949648260864,9.4586752081661,40.75534087345118,80.23069766693135,60.03543653282053,60.34049169106769,1
male,none,5.5120594686277515,9.51655122111466,49.194763712804686,70.19982294971008,62.97293328242822,60.78917331498099,1
female,completed,6.965381967891028,6.169617637438008,48.9829561763121,56.644848128446974,73.13506751734432,59.58762394070114,1
male,completed,8.330948888925153,7.853474618777913,79.25461387960364,64.30149161902507,91.31240631072161,78.2895039364501,1
male,none,7.028740130036261,9.442594934692806,90.65920058872888,79.6084583973938,80.80963964828335,83.69243287813534,1
female,none,1.3182515373367094,6.43130838851877,63.433261721937924,71.48252234361328,74.22298250542866,69.71292219032662,1
female,none,2.440846066528597,6.694629459846458,62.46767415214984,78.18178172661479,74.9493279517716,71.8662612768454,1
female,none,3.7503628446086426,6.127478629077034,66.05078244669772,97.6701681832168,68.65272002965199,77.4578902198555,1
male,none,5.052182100421668,5.4778649039606995,82.42817453912286,48.10061743604528,76.37209271777759,68.96696156431524,1
female,completed,6.035318040938246,6.026083682400989,51.089702987141386,92.64097604956073,30.056598834585458,57.92909262376253,1
male,completed,3.548512373693069,5.164089599856615,68.57553474102178,71.46098312532499,63.55088811395302,67.86246866009994,1
male,none,5.373533528954157,7.051125202388839,79.62796444673644,57.4170233234762,71.61982902375172,69.55493893132144,1
female,none,3.489234135293355,5.845040153412038,72.51641254909768,51.37560923965414,50.73478874570739,58.20893684481973,1
female,none,3.7769643940161037,7.350678867686121,67.84372424898115,67.35231452912153,73.7948497671734,69.66362951509201,1
male,none,2.1866778063035555,4.666156530694559,80.01569138850712,82.90310156694242,64.93293168520817,75.95057488021924,1
male,completed,3.1535335077781914,7.496320348321685,24.451515605011444,68.21431231471452,94.33213547473235,62.332654464819434,1
female,none,2.2966307887673327,8.250293442413387,75.16812979296361,91.15616902346287,91.59529587822284,85.97319823154977,1
female,completed,3.0482534940453343,4.009396536142817,55.188864753088644,49.683540339278174,61.012916463227555,55.29510718519813,1
female,none,7.107283593215679,7.561084854771358,37.54050654715314,69.83075473015523,65.73743432649957,57.702898534602646,1
male,none,3.1012022223361138,8.841503488709938,72.66803899287471,52.46649177821634,66.89078651587411,64.00843909565505,1
male,none,10.26476412967478,5.185538471963191,85.60487817744436,75.09084635674955,61.22510785760566,73.97361079726652,1
male,completed,5.9866358017617785,9.508858580256554,62.93827228058462,82.4164234613622,70.9253747604219,72.0933568341229,1
male,completed,5.369672247389747,7.6285285140490675,79.29311820804408,64.10933488846526,56.625768966686145,66.67607402106516,1
male,completed,3.2832844396375727,5.942482216362387,89.18417386982968,33.54100600722012,51.04076997593711,57.921983284328974,1
male,none,6.4006197588179825,6.916346383513441,84.72371680376071,72.78527405515092,77.34066835850403,78.28321973913854,1
female,none,3.848724347524452,7.837490368782584,89.59946794057089,76.11433972426913,77.44294376332716,81.05225047605573,1
male,completed,5.244019629290723,7.114008087118617,76.13191236607838,75.66012656946377,55.93526360510012,69.24243418021409,1
male,completed,10.12016907653759,7.808133988669554,66.13150458352389,87.30095068551016,81.430331461439,78.28759557682434,1
male,none,4.8078802005507,5.61898961038095,40.97051282154247,55.00524848491332,58.52633406252003,51.50069845632527,1
female,completed,7.298546652571352,7.254041236054117,61.30906267805077,79.52302547630629,71.79747857056972,70.87652224164226,1
male,none,3.593647149748225,4.87942825464253,52.35130107025712,86.69510517469165,80.30516018918684,73.11718881137854,1
male,none,4.930023019006077,6.83316090797695,97.5641407624672,45.09977382390876,67.49581152944431,70.05324203860675,1
female,completed,8.54160127127102,5.6441385378028155,62.36171281351495,74.47512556286568,74.82111368211702,70.55265068616588,1
male,completed,3.746065884424465,5.89670508611535,66.84807210176729,62.9414823658926,60.25355534168642,63.3477032697821,1
male,none,8.624897115993857,8.854139762815656,73.27228064060701,68.85868257657695,65.05300124857854,69.0613214885875,1
male,completed,6.415503870910951,8.636965180891403,65.65403669558681,74.86747076953671,64.91210853679489,68.47787200063948,1
male,completed,3.8750664482114647,7.913707181360765,90.4257656064613,63.178800102410264,56.80132480189641,70.13529683692266,1
male,none,6.264815478111042,5.361530852991132,55.66025957398322,60.54008689173743,65.34838755326327,60.51624467299464,1
female,none,6.9451088992534595,6.525387325457797,67.91911182855864,70.47813384483234,44.7707255170438,61.0559903968116,1
female,none,6.243619924434393,8.819646549968775,53.86294121452927,54.77855685592076,60.63269379286843,56.42473062110616,1
female,none,1.8595505602190872,7.212575370459857,45.19966233168941,54.798448195607406,63.726867599454934,54.57499270891725,1
male,completed,3.545725648350263,10.0,55.82346363642072,79.51122596139105,64.1573037125693,66.49733110346035,1
male,completed,4.504962728896991,7.589976759091558,64.44444804427383,53.91688350777881,64.37753831193832,60.912956621330316,1
male,none,4.851133141799908,7.288073674735047,58.5604666322411,79.32837501272897,67.07353700209806,68.32079288235605,1
female,none,6.241344195101356,6.536325303696248,54.61368530189216,76.47627809995532,75.19162277129095,68.76052872437948,1
male,none,5.355402001866508,7.200311357173423,43.90523804492249,45.83870579693165,81.11775611198783,56.95389998461399,1
male,none,2.3293112825797975,6.771295245429184,63.75341641056958,60.51409486730083,58.25352159727599,60.84034429171546,1
female,completed,5.760395702011927,8.062163015032885,42.42919438953497,86.71753164266322,49.951987169162834,59.69957106712034,1
male,none,6.221171490567646,8.435053475191875,76.40083945534404,56.26368256404446,52.36933381635345,61.677951945247315,1
female,completed,6.11958089586208,5.821015809238076,66.23659629401755,63.49834032766857,60.69195618207609,63.47563093458741,1
female,none,7.161561451109243,5.003150569663333,43.13672750802604,76.46885250552656,62.72118023275236,60.77558674876832,1
female,completed,6.667844309097808,4.245691940345055,60.36186384425205,80.96746712995633,56.45005900703814,65.92646332708217,1
male,completed,5.918360158456873,7.761986990368816,53.71765391614125,66.47845559537706,48.55825003625158,56.251453182589955,1
male,completed,4.859668577082706,5.344950090739189,69.78761765628771,61.634857274317014,61.15818758788718,64.19355417283063,1
male,none,1.6780781329680172,4.0,85.10675669034717,89.9131780637791,70.72139930170957,81.91377801861195,1
male,none,5.859236438265172,7.582867906796446,36.872412955313834,94.34459529316611,76.92544198753347,69.38081674533781,1
male,none,5.4153753743262225,10.0,66.72539118721126,83.70401271094514,59.63865420337518,70.02268603384387,1
male,none,5.543157674390747,6.99089363269016,62.59800806650039,71.19445399591034,61.80503266784849,65.1991649100864,1
male,completed,2.446502848359381,8.257736161677464,75.07010114675698,58.68427989702703,54.09952536729034,62.61796880369145,1
female,completed,2.8378869191834752,7.122744037821348,68.19794942356533,58.37377830820809,67.52841244437835,64.70004672538393,1
male,none,7.1063057066658075,6.851665520213286,53.72046002391771,77.3151974737206,55.27357048713778,62.10307599492537,1
female,completed,4.92088969228669,8.378614724481652,60.214190965000725,75.85757509244158,76.596917198618,70.88956108535344,1
male,none,6.363001394745249,6.564588183717023,53.05961214794766,89.62238030125002,41.21200262098833,61.29799835672867,1
male,completed,5.056636752260922,7.401088471107855,81.14010707897897,79.10630129550594,62.60555491321306,74.283987762566,1
male,none,5.05951227899149,7.48254670929402,65.31967473007913,48.95687577536255,72.51661008787613,62.26438686443927,1
female,completed,6.876567611951995,5.997864319535427,93.5178602862951,84.72726664812086,70.75751774483757,83.00088155975118,1
female,none,3.967910543565252,8.488063524304785,64.0900877927807,56.02715121759822,100.0,73.37241300345964,1
female,none,5.192241553881967,6.737560364956887,54.37389849634306,64.62440219266708,73.24700036851861,64.08176701917625,1
female,none,4.075449422589915,5.866382260760733,42.294284110807595,73.50280288752373,52.93918104736984,56.245422681900386,1
male,completed,4.131007545135369,7.804764765355605,37.95290485616083,97.93934485697551,66.56803629366391,67.48676200226674,1
female,none,4.381655753062721,5.652298027313444,41.23796085491765,100.0,41.356304998003225,60.86475528430696,1
male,none,5.444267543267426,7.042271736053692,69.00689976517225,78.49412282790655,66.79100376054859,71.43067545120913,1
male,none,4.042502756673045,6.986321505033695,72.63087534844901,67.43524733791457,55.50415914498862,65.19009394378408,1
female,none,7.511512251147042,8.628843348747367,41.282139469518,77.4830790787277,81.73085413340243,66.83202422721604,1
female,none,3.2107853955609924,7.7120473493199295,78.42557471114173,82.4271759622337,59.756895881066974,73.53654885148082,1
female,none,4.626256711677282,6.962459561882284,57.75408422474841,65.51065324219931,66.2485112630713,63.17108291000634,1
female,none,4.12053788345165,8.22664944880043,67.20189517978324,95.13295898277251,58.46663237893395,73.6004955138299,1
female,none,7.893955768707466,9.08531132352597,89.18330942383136,73.22099062867963,94.08277027779997,85.49569011010367,1
female,none,5.393109553023149,7.8367154595277935,78.45258973798298,76.96840324727953,63.18135850823133,72.86745049783127,1
female,completed,7.063689078937269,7.015528929765071,60.97204028141252,79.32293952876246,95.48835565218803,78.594445154121,1
female,completed,2.028879253926056,5.032245651474761,51.63211661877069,75.90221254860238,80.212276431774,69.24886853304902,1
male,none,5.534100531738518,5.402329505386941,32.72276898006042,81.74516700657458,75.23100091003079,63.232978965555255,1
female,none,6.779261591246874,6.542162943467998,54.212700211363696,61.358455388343074,73.5309972097628,63.034050936489855,1
female,none,5.164567978550848,6.0857316967610755,61.83304641758458,62.183775444755575,73.90695947324377,65.97459377852798,1
male,none,7.130960750130702,6.7195430455218315,50.19230709273224,54.59784073839627,39.08491130981585,47.95835304698145,0
female,completed,3.9654230997992554,7.084974887345661,63.031145493615426,76.15301722868317,63.81674908773865,67.66697060334575,1
male,completed,7.81869488037116,7.794539131535096,66.15277824438152,80.90511104916959,80.67736956776483,75.91175295377198,1
male,none,9.5977962472385,6.894251832911364,61.627160272878825,76.4088201261264,67.26654224788842,68.43417421563122,1
female,completed,4.274322879120682,7.729752465739303,55.249961287648105,93.44289406686552,46.922152297946376,65.20500255082,1
male,none,4.1089949571984565,7.096711622215181,67.52982007950092,69.92165573639335,67.21393324133795,68.22180301907741,1
male,completed,7.906768954235401,4.036800150469193,71.62910974354114,79.36238317829518,93.56158274383236,81.51769188855623,1
male,none,8.159144291461425,5.590996909271869,48.64401383835731,54.7161877340496,86.70337573302079,63.3545257684759,1
male,none,3.9542799456934636,6.783868666417577,86.16398569619405,64.58060416535838,67.06993985950952,72.60484324035399,1
female,none,4.159626365808285,5.185457885738339,63.521178015736076,79.73752860592089,82.2717391558713,75.17681525917608,1
male,none,4.436430782278985,7.899893094994306,65.28274434417271,81.88742955040402,62.50239469447922,69.89085619635199,1
female,completed,2.311098977931446,9.296126248515545,75.62321634884836,65.88446273270145,42.441926197599216,61.31653509304967,1
male,none,3.1626961070316035,8.828142777545974,68.49824196895253,68.99761047398707,54.133010178056686,63.87628754033209,1
male,none,2.9917184664958643,6.679835693604688,79.29704950869868,48.74976754646867,91.44333152762297,73.1633828609301,1
male,completed,3.464404869791743,9.236089205274927,69.30686247802737,65.00159118870747,63.89010377256044,66.06618581309841,1
